# This RNR data was obtained partly from the authors (data in Fig 2 of BMC 2005) and also using Plot Digitizer (e.g. those in scientific notation).																								
# values of zero leading a seqence of increasing concentrations were set to 1e-2 (essentially zero) to allow [x]>0 subsetting.																								
#R1	R2	UDP	CDP	GDP	ADP	dTTP	dTTPf	dGTP	dGTPf	dATP	dATPf	ATP	Mg	v	mass	n	fg	year	jrnl	vol	page	frstAut	organism	
R	r 	U 	C 	G 	A 	t	tf	g	gf	a	af	X	Mg	v	m	n	fg	year	jrnl	vol	page	frstAut	organism	
1.50E+00	111.25	0	0	0	0	0	0	0	0	1.00E+02	0	0.00E+00	NA	0	NA	8.90E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
2.00E+00	111.25	0	0	0	0	0	0	0	0	1.00E+02	0	0.00E+00	NA	0	NA	8.98E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
5.00E-02	111.25	0	0	0	0	1.00E+02	NA	0	0	0	0	0.00E+00	NA	0	NA	9.92E-02	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
1.50E-01	111.25	0	0	0	0	1.00E+02	NA	0	0	0	0	0.00E+00	NA	0	NA	2.24E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
3.00E-01	111.25	0	0	0	0	1.00E+02	NA	0	0	0	0	0.00E+00	NA	0	NA	4.14E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
6.00E-01	111.25	0	0	0	0	1.00E+02	NA	0	0	0	0	0.00E+00	NA	0	NA	5.81E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
9.00E-01	111.25	0	0	0	0	1.00E+02	NA	0	0	0	0	0.00E+00	NA	0	NA	6.66E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
1.50E+00	111.25	0	0	0	0	1.00E+02	NA	0	0	0	0	0.00E+00	NA	0	NA	7.48E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
2.00E+00	111.25	0	0	0	0	1.00E+02	NA	0	0	0	0	0.00E+00	NA	0	NA	7.93E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
5.00E-02	111.25	0	0	0	0	0	0	1.00E+02	NA	0	0	0.00E+00	NA	0	NA	1.27E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
1.50E-01	111.25	0	0	0	0	0	0	1.00E+02	NA	0	0	0.00E+00	NA	0	NA	2.75E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
3.00E-01	111.25	0	0	0	0	0	0	1.00E+02	NA	0	0	0.00E+00	NA	0	NA	4.79E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
6.00E-01	111.25	0	0	0	0	0	0	1.00E+02	NA	0	0	0.00E+00	NA	0	NA	6.49E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
9.00E-01	111.25	0	0	0	0	0	0	1.00E+02	NA	0	0	0.00E+00	NA	0	NA	7.14E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
1.50E+00	111.25	0	0	0	0	0	0	1.00E+02	NA	0	0	0.00E+00	NA	0	NA	7.76E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
2.00E+00	111.25	0	0	0	0	0	0	1.00E+02	NA	0	0	0.00E+00	NA	0	NA	8.02E-01	2	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.65E+00	111.25	0	0	0	0	0	0	0	0	0	0	0.00E+00	NA	0	NA	-7.25E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.52E+00	111.25	0	0	0	0	0	0	0	0	0	0	0.00E+00	NA	0	NA	-4.30E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.43E+00	111.25	0	0	0	0	0	0	0	0	0	0	0.00E+00	NA	0	NA	-1.76E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.35E+00	111.25	0	0	0	0	0	0	0	0	0	0	0.00E+00	NA	0	NA	-2.47E-02	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.26E+00	111.25	0	0	0	0	0	0	0	0	0	0	0.00E+00	NA	0	NA	1.06E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.16E+00	111.25	0	0	0	0	0	0	0	0	0	0	0.00E+00	NA	0	NA	2.50E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.05E+00	111.25	0	0	0	0	0	0	0	0	0	0	0.00E+00	NA	0	NA	3.74E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-5.97E+00	111.25	0	0	0	0	0	0	0	0	0	0	0.00E+00	NA	0	NA	4.35E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.82E+00	111.25	0	0	0	0	0	0	0	0	0	0	1.00E+03	NA	0	NA	1.40E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.65E+00	111.25	0	0	0	0	0	0	0	0	0	0	1.00E+03	NA	0	NA	2.71E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.52E+00	111.25	0	0	0	0	0	0	0	0	0	0	1.00E+03	NA	0	NA	4.08E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.43E+00	111.25	0	0	0	0	0	0	0	0	0	0	1.00E+03	NA	0	NA	4.97E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.35E+00	111.25	0	0	0	0	0	0	0	0	0	0	1.00E+03	NA	0	NA	5.52E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.26E+00	111.25	0	0	0	0	0	0	0	0	0	0	1.00E+03	NA	0	NA	6.69E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.16E+00	111.25	0	0	0	0	0	0	0	0	0	0	1.00E+03	NA	0	NA	8.13E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.64E+00	111.25	0	0	0	0	0	0	0	0	50	0	0.00E+00	NA	0	NA	2.23E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.52E+00	111.25	0	0	0	0	0	0	0	0	50	0	0.00E+00	NA	0	NA	3.26E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.42E+00	111.25	0	0	0	0	0	0	0	0	50	0	0.00E+00	NA	0	NA	4.70E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.35E+00	111.25	0	0	0	0	0	0	0	0	50	0	0.00E+00	NA	0	NA	5.80E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.26E+00	111.25	0	0	0	0	0	0	0	0	50	0	0.00E+00	NA	0	NA	5.93E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.16E+00	111.25	0	0	0	0	0	0	0	0	50	0	0.00E+00	NA	0	NA	6.76E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.05E+00	111.25	0	0	0	0	0	0	0	0	50	0	0.00E+00	NA	0	NA	8.27E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-5.97E+00	111.25	0	0	0	0	0	0	0	0	50	0	0.00E+00	NA	0	NA	9.30E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.82E+00	111.25	0	0	0	0	50	50	0	0	0.00E+00	0	0.00E+00	NA	0	NA	-2.65E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.65E+00	111.25	0	0	0	0	50	50	0	0	0	0	0.00E+00	NA	0	NA	-1.28E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.52E+00	111.25	0	0	0	0	50	50	0	0	0	0	0.00E+00	NA	0	NA	2.75E-03	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.42E+00	111.25	0	0	0	0	50	50	0	0	0	0	0.00E+00	NA	0	NA	1.20E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.35E+00	111.25	0	0	0	0	50	50	0	0	0	0	0.00E+00	NA	0	NA	2.02E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.26E+00	111.25	0	0	0	0	50	50	0	0	0	0	0.00E+00	NA	0	NA	2.84E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.16E+00	111.25	0	0	0	0	50	50	0	0	0	0	0.00E+00	NA	0	NA	4.15E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.05E+00	111.25	0	0	0	0	50	50	0	0	0	0	0.00E+00	NA	0	NA	5.59E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.82E+00	111.25	0	0	0	0	0.00E+00	0.00E+00	50	50	0	0	0.00E+00	NA	0	NA	-1.55E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.65E+00	111.25	0	0	0	0	0	0	50	50	0	0	0.00E+00	NA	0	NA	-1.79E-02	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.52E+00	111.25	0	0	0	0	0	0	50	50	0	0	0.00E+00	NA	0	NA	1.40E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.43E+00	111.25	0	0	0	0	0	0	50	50	0	0	0.00E+00	NA	0	NA	2.29E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.35E+00	111.25	0	0	0	0	0	0	50	50	0	0	0.00E+00	NA	0	NA	3.05E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.26E+00	111.25	0	0	0	0	0	0	50	50	0	0	0.00E+00	NA	0	NA	4.01E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.16E+00	111.25	0	0	0	0	0	0	50	50	0	0	0.00E+00	NA	0	NA	5.18E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
-6.05E+00	111.25	0	0	0	0	0	0	50	50	0	0	0.00E+00	NA	0	NA	6.62E-01	4	1996	Bioc 	35	8603	IngemarsonR	mouse	
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
